id;user_id;action;entity_type;entity_id;old_values;new_values;ip_address;user_agent;created_at
5499c90c-9fc2-4c97-a91f-6bfc16caa9bd;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-12 02:08:52.129784+00
354b1d64-fbaf-4056-9e0e-cda0cd1e38f4;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-12 02:10:01.23309+00
50e28199-21be-4300-890e-9549b0072d27;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-12 02:11:06.813622+00
9203372c-3b1c-4254-a79e-3d378f4b3834;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-12 02:12:26.260918+00
084393af-e6e4-49fe-95c4-86ee2f05d06e;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-12 02:13:43.668836+00
6c16fc62-9f00-43ae-be1b-c64f58314fdf;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 05:55:33.150437+00
c8e492e8-fdf6-402b-9416-21d51d922d56;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 05:57:29.77204+00
55266b88-a13f-4471-b856-a5ea4b3a0413;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 06:43:41.479028+00
cea2f81d-5d7c-4288-8460-44f48900d2b4;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 06:44:55.283345+00
bb0919d8-a7ed-41c2-9159-3798171f6c8b;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 06:46:21.273074+00
cd4d6a5f-aabc-42f0-bc29-93b7538595ed;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 06:50:35.816015+00
553b2ee8-7f29-4ead-b70a-4aab474964a7;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 06:52:02.739415+00
480cd538-7dd3-4379-bc10-d6b2c0dac0d1;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 07:09:39.605881+00
331eab6e-ceac-4c0f-a0a9-d101ca790324;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 07:12:39.443487+00
41aaf422-15a8-4188-a4a5-0e8e4f6ffe33;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 07:49:06.105721+00
f3a569be-b4fb-4955-9407-e3e113fd54d4;;attribution_applied;agent_attribution_rule;3dfca541-281b-4d09-a2e6-9e22951c0922;;"{""agent_id"":null,""base_amount"":0,""outcome_type"":""trigger_detected"",""percentage_amount"":0,""total_credits"":0}";;;2026-02-16 07:52:44.800167+00
